Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Transcription start site (TSS)
ENSDARG00000114369	ALT_CTG7_1_14	169523	176925	1	169523
ENSDARG00000114941	ALT_CTG25_1_22	146133	148516	-1	148516
ENSDARG00000113077	ALT_CTG3_2_2	108123	116860	1	108123
ENSDARG00000112659	ALT_CTG1_2_2	505521	530017	-1	530017
ENSDARG00000075851	15	22390076	22431585	1	22390076
ENSDARG00000075851	15	22390076	22431585	1	22394074
ENSDARG00000054641	23	40275400	40286059	1	40275400
ENSDARG00000054641	23	40275400	40286059	1	40275601
ENSDARG00000104631	15	3790556	3796818	1	3790556
ENSDARG00000111477	ALT_CTG23_1_18	108609	148091	1	108609
ENSDARG00000109498	ALT_CTG17_1_23	49996	51156	-1	51156
ENSDARG00000113879	ALT_CTG18_1_4	30024	35940	1	30024
ENSDARG00000116832	21	30355767	30361679	1	30355767
ENSDARG00000109450	ALT_CTG8_1_12	792239	811335	-1	811335
ENSDARG00000111552	20	492529	494476	1	492529
ENSDARG00000034598	KN149948.1	3740	47183	-1	23375
ENSDARG00000034598	KN149948.1	3740	47183	-1	23375
ENSDARG00000034598	KN149948.1	3740	47183	-1	47183
ENSDARG00000034598	KN149948.1	3740	47183	-1	24505
ENSDARG00000034598	KN149948.1	3740	47183	-1	17140
ENSDARG00000053062	17	6382275	6385314	1	6382275
ENSDARG00000052646	13	46196354	46200240	-1	46200240
ENSDARG00000110934	ALT_CTG1_1_22	34518	40406	-1	40406
ENSDARG00000115198	ALT_CTG19_1_5	211817	216452	1	211817
ENSDARG00000110894	14	4090432	4102259	1	4090432
ENSDARG00000113533	21	8144918	8153165	-1	8153165
ENSDARG00000010945	21	45041684	45086170	-1	45076778
ENSDARG00000010945	21	45041684	45086170	-1	45077429
ENSDARG00000010945	21	45041684	45086170	-1	45073764
ENSDARG00000010945	21	45041684	45086170	-1	45077447
ENSDARG00000010945	21	45041684	45086170	-1	45073764
ENSDARG00000010945	21	45041684	45086170	-1	45086170
ENSDARG00000111349	ALT_CTG9_1_12	225326	284316	1	225326
ENSDARG00000114151	ALT_CTG9_1_18	164781	172714	-1	172714
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000089076	17	33999630	34185513	1	33999630
ENSDARG00000112006	ALT_CTG25_1_21	53850	361251	1	53850
ENSDARG00000099390	20	1903481	1979652	1	1903481
ENSDARG00000112763	ALT_CTG11_1_12	125667	188149	1	126123
ENSDARG00000112763	ALT_CTG11_1_12	125667	188149	1	125667
ENSDARG00000112763	ALT_CTG11_1_12	125667	188149	1	126840
ENSDARG00000109792	ALT_CTG25_1_1	71575	98547	1	71575
ENSDARG00000100321	11	4283014	4286010	-1	4286010
ENSDARG00000110772	ALT_CTG7_1_28	202929	206172	1	202929
ENSDARG00000115697	ALT_CTG11_1_13	117342	137509	-1	137509
ENSDARG00000103985	14	497695	498979	-1	498979
ENSDARG00000007824	11	39672874	39926872	1	39672874
ENSDARG00000007824	11	39672874	39926872	1	39672874
ENSDARG00000060549	15	47008307	47075260	1	47008307
ENSDARG00000110048	ALT_CTG7_1_45	36121	45096	-1	45096
ENSDARG00000099663	18	808911	812753	1	808911
ENSDARG00000026400	5	60873055	60885935	-1	60885935
ENSDARG00000099057	ALT_CTG5_1_43	9396	10609	1	9396
ENSDARG00000111397	ALT_CTG1_1_25	406999	446282	1	406999
ENSDARG00000113112	7	427503	506340	1	427503
ENSDARG00000100364	3	8173070	8174274	-1	8174274
ENSDARG00000110734	ALT_CTG17_1_17	40254	58988	-1	58988
ENSDARG00000101956	3	19507415	19517462	-1	19517462
ENSDARG00000060054	2	43585571	43605556	-1	43605556
ENSDARG00000058775	17	6331994	6349044	-1	6349044
ENSDARG00000113787	ALT_CTG17_1_10	198244	199377	1	198244
ENSDARG00000115964	ALT_CTG9_2_6	244398	303186	1	244398
ENSDARG00000102050	23	45937468	45955177	-1	45955177
ENSDARG00000102050	23	45937468	45955177	-1	45955177
ENSDARG00000102050	23	45937468	45955177	-1	45955177
ENSDARG00000117104	ALT_CTG9_1_14	209382	227109	1	209382
ENSDARG00000117104	ALT_CTG9_1_14	209382	227109	1	209382
ENSDARG00000003803	5	71802014	71819807	1	71802014
ENSDARG00000003803	5	71802014	71819807	1	71802014
ENSDARG00000099161	18	2168695	2180700	1	2168695
ENSDARG00000114442	ALT_CTG10_1_34	95226	246814	1	95226
ENSDARG00000116843	22	10010292	10014369	1	10010292
ENSDARG00000111408	19	21818460	21850808	1	21818460
ENSDARG00000111408	19	21818460	21850808	1	21818460
ENSDARG00000111408	19	21818460	21850808	1	21820144
ENSDARG00000087040	24	37598441	37623496	1	37598441
ENSDARG00000116054	ALT_CTG22_2_1	131541	133518	-1	133518
ENSDARG00000113159	ALT_CTG1_1_26	314628	325178	1	314628
ENSDARG00000006640	19	860830	874888	-1	874888
ENSDARG00000006640	19	860830	874888	-1	868187
ENSDARG00000006640	19	860830	874888	-1	867071
ENSDARG00000111591	ALT_CTG18_1_23	59576	78975	-1	78975
ENSDARG00000052114	7	50548074	50633285	-1	50604626
ENSDARG00000052114	7	50548074	50633285	-1	50604626
ENSDARG00000052114	7	50548074	50633285	-1	50633285
ENSDARG00000112984	ALT_CTG3_2_3	236353	245075	-1	245075
ENSDARG00000116424	ALT_CTG3_1_26	27515	92479	1	27515
ENSDARG00000027600	10	1187653	1276046	-1	1276046
ENSDARG00000027600	10	1187653	1276046	-1	1258405
ENSDARG00000027600	10	1187653	1276046	-1	1258390
ENSDARG00000074082	2	45696743	45806367	1	45696743
ENSDARG00000074082	2	45696743	45806367	1	45696743
ENSDARG00000099138	19	1414604	1421856	1	1414604
ENSDARG00000110513	ALT_CTG22_1_1	188693	229617	1	188693
ENSDARG00000116407	ALT_CTG7_2_2	347831	349009	1	347831
ENSDARG00000116804	20	54829098	54869006	-1	54869006
ENSDARG00000114130	ALT_CTG7_1_13	205136	213146	1	205136
ENSDARG00000059870	16	54474621	54498109	-1	54498109
ENSDARG00000101926	22	1421212	1424483	1	1421212
ENSDARG00000114083	ALT_CTG22_1_25	4084	9659	1	4084
ENSDARG00000098972	11	41216191	41222971	-1	41222971
ENSDARG00000098972	11	41216191	41222971	-1	41220794
ENSDARG00000112422	ALT_CTG17_1_2	134342	144573	-1	144528
ENSDARG00000112422	ALT_CTG17_1_2	134342	144573	-1	144573
ENSDARG00000015879	5	72407526	72415578	-1	72415578
ENSDARG00000076870	7	55328420	55454406	-1	55454406
ENSDARG00000101754	KN149689.2	123981	174394	1	123981
ENSDARG00000101754	KN149689.2	123981	174394	1	123981
ENSDARG00000114754	ALT_CTG12_1_3	285562	319077	1	285562
ENSDARG00000114754	ALT_CTG12_1_3	285562	319077	1	285562
ENSDARG00000114754	ALT_CTG12_1_3	285562	319077	1	285562
ENSDARG00000103702	8	36416285	36421823	1	36416285
ENSDARG00000037079	13	233482	238375	1	233482
ENSDARG00000111182	ALT_CTG14_4_1	41110	184870	-1	184870
ENSDARG00000104302	2	48458703	48463679	-1	48463679
ENSDARG00000037145	7	60161002	60245616	1	60161002
ENSDARG00000075933	13	713941	724385	1	713941
ENSDARG00000114006	ALT_CTG10_1_6	234752	271120	1	234752
ENSDARG00000100202	20	1088658	1089603	1	1088658
ENSDARG00000020794	2	50608099	50629155	1	50608099
ENSDARG00000020794	2	50608099	50629155	1	50608099
ENSDARG00000020794	2	50608099	50629155	1	50626476
ENSDARG00000116119	12	49114483	49118403	1	49114483
ENSDARG00000114852	22	33915539	33916620	-1	33916620
ENSDARG00000090398	2	50477779	50576188	1	50477779
ENSDARG00000078364	3	53097587	53114299	-1	53114299
ENSDARG00000115005	5	5666864	5669879	-1	5669879
ENSDARG00000111658	ALT_CTG21_1_15	23339	121676	-1	121676
ENSDARG00000104524	2	48519594	48539673	-1	48539673
ENSDARG00000099325	21	22672794	22673758	-1	22673758
ENSDARG00000110567	ALT_CTG17_1_17	70095	85714	-1	85714
ENSDARG00000071588	22	9854088	9855270	1	9854088
ENSDARG00000012005	18	49969568	50040161	1	49969568
ENSDARG00000115826	ALT_CTG7_1_17	278999	288673	1	278999
ENSDARG00000105237	5	1668478	1827575	-1	1827575
ENSDARG00000116972	ALT_CTG1_2_9	190756	201326	1	190756
ENSDARG00000103108	2	51818039	51854668	1	51818039
ENSDARG00000103200	5	32460453	32489796	-1	32489796
ENSDARG00000110701	ALT_CTG8_1_23	126422	235698	1	126422
ENSDARG00000109665	ALT_CTG4_1_11	36910	43332	1	36910
ENSDARG00000112529	24	40648256	40648372	1	40648256
ENSDARG00000110078	ALT_CTG11_1_23	21000	23038	-1	23038
ENSDARG00000103152	KN150691.1	17078	17195	1	17078
ENSDARG00000107312	21	32030636	32030752	1	32030636
ENSDARG00000110235	5	72089395	72089511	-1	72089511
ENSDARG00000109519	ALT_CTG18_1_15	300820	308324	-1	308324
ENSDARG00000105865	11	24967771	24967887	-1	24967887
ENSDARG00000102444	KN149765.1	15024	15139	1	15024
ENSDARG00000114050	ALT_CTG8_1_4	14710	71936	1	14710
ENSDARG00000114050	ALT_CTG8_1_4	14710	71936	1	14710
ENSDARG00000114050	ALT_CTG8_1_4	14710	71936	1	14710
ENSDARG00000113249	ALT_CTG14_1_35	161452	181098	-1	181098
ENSDARG00000111045	20	49033004	49033118	1	49033004
ENSDARG00000108752	3	29251949	29252065	-1	29252065
ENSDARG00000098059	20	54249339	54259780	-1	54259780
ENSDARG00000111286	10	20684036	20684150	1	20684036
ENSDARG00000020976	3	54833658	54846444	-1	54846444
ENSDARG00000100482	14	1431077	1454413	-1	1454413
ENSDARG00000100482	14	1431077	1454413	-1	1454413
ENSDARG00000100482	14	1431077	1454413	-1	1454045
ENSDARG00000111149	9	43775251	43775365	1	43775251
ENSDARG00000107462	4	26570698	26570813	1	26570698
ENSDARG00000117081	4	61183594	61183742	1	61183594
ENSDARG00000111752	4	58812958	58813064	-1	58813064
ENSDARG00000111833	3	4726621	4731396	1	4726621
ENSDARG00000081015	16	12247862	12247920	-1	12247920
ENSDARG00000084089	15	21252191	21252282	1	21252191
ENSDARG00000115782	11	3538988	3566250	1	3538988
ENSDARG00000103846	5	2713779	2721686	-1	2721686
ENSDARG00000085131	15	11976143	11976260	-1	11976260
ENSDARG00000114027	ALT_CTG5_1_37	141337	152325	1	141337
ENSDARG00000100748	KN149753.1	24186	24308	1	24186
ENSDARG00000113929	4	47192579	47192685	-1	47192685
ENSDARG00000084414	25	28301324	28301448	1	28301324
ENSDARG00000083325	2	44763082	44763375	-1	44763375
ENSDARG00000084957	21	27335125	27335261	1	27335125
ENSDARG00000082165	14	2747924	2748045	1	2747924
ENSDARG00000107174	8	37620554	37620670	1	37620554
ENSDARG00000060263	3	59784632	59822428	1	59784632
ENSDARG00000103355	25	13281610	13281666	1	13281610
ENSDARG00000109985	4	57972964	57973127	1	57972964
ENSDARG00000112538	7	64383483	64383599	-1	64383599
ENSDARG00000081779	17	45808153	45808248	1	45808153
ENSDARG00000083280	23	18382456	18382551	-1	18382551
ENSDARG00000087013	24	32035759	32150276	-1	32150276
ENSDARG00000080188	21	40400938	40401012	1	40400938
ENSDARG00000083420	10	33377001	33377086	-1	33377086
ENSDARG00000108287	8	9893672	9893788	1	9893672
ENSDARG00000082897	1	37363872	37363990	-1	37363990
ENSDARG00000110547	ALT_CTG11_2_4	125489	232855	1	125489
ENSDARG00000085052	9	23046267	23046385	1	23046267
ENSDARG00000106867	2	56847743	56847859	1	56847743
ENSDARG00000085630	12	34881777	34881895	1	34881777
ENSDARG00000116971	10	29708068	29708182	-1	29708182
ENSDARG00000085384	23	9618213	9618335	1	9618213
ENSDARG00000109602	ALT_CTG11_1_3	273620	281492	-1	281492
ENSDARG00000083063	8	45411581	45411745	-1	45411745
ENSDARG00000080276	19	38464127	38464249	-1	38464249
ENSDARG00000109445	4	31213971	31214077	-1	31214077
ENSDARG00000107309	3	16373012	16373127	1	16373012
ENSDARG00000115765	4	42438554	42438660	-1	42438660
ENSDARG00000082787	17	18350726	18350845	-1	18350845
ENSDARG00000085301	1	34711138	34711271	-1	34711271
ENSDARG00000116376	25	6546173	6546287	1	6546173
ENSDARG00000111325	4	28695717	28695789	1	28695717
ENSDARG00000110617	18	19455144	19455241	-1	19455241
ENSDARG00000113120	22	8407707	8440399	1	8407707
ENSDARG00000110391	ALT_CTG5_1_13	199025	199750	1	199025
ENSDARG00000115122	19	38948572	38948686	1	38948572
ENSDARG00000109322	4	61509054	61509217	1	61509054
ENSDARG00000111331	ALT_CTG12_1_27	16019	21461	-1	21461
ENSDARG00000111331	ALT_CTG12_1_27	16019	21461	-1	21461
ENSDARG00000082607	6	29089559	29089648	1	29089559
ENSDARG00000085332	7	39136650	39136774	-1	39136774
ENSDARG00000103940	16	27166157	27174373	-1	27174373
ENSDARG00000110446	4	45565515	45565621	1	45565515
ENSDARG00000115044	3	9040947	9041053	1	9040947
ENSDARG00000098695	12	46791907	46835940	1	46791907
ENSDARG00000100441	KN150665.1	243	349	1	243
ENSDARG00000111611	ALT_CTG5_1_16	73303	193875	1	73303
ENSDARG00000111611	ALT_CTG5_1_16	73303	193875	1	73303
ENSDARG00000111611	ALT_CTG5_1_16	73303	193875	1	73303
ENSDARG00000111611	ALT_CTG5_1_16	73303	193875	1	73303
ENSDARG00000110472	4	51402311	51402417	1	51402311
ENSDARG00000116497	8	52453146	52473054	-1	52473054
ENSDARG00000100793	4	32156734	32190844	1	32156734
ENSDARG00000085861	22	22955732	22955849	1	22955732
ENSDARG00000111145	4	51418692	51418798	1	51418692
ENSDARG00000110664	ALT_CTG10_2_3	93404	141437	1	93404
ENSDARG00000110664	ALT_CTG10_2_3	93404	141437	1	93404
ENSDARG00000113872	15	5855111	5855225	1	5855111
ENSDARG00000087265	4	49308991	49312747	-1	49312747
ENSDARG00000113131	11	11429393	11429689	1	11429393
ENSDARG00000105050	18	48953963	48972676	1	48953963
ENSDARG00000092139	4	71719248	71731457	-1	71731457
ENSDARG00000112413	11	11386362	11386658	1	11386362
ENSDARG00000081891	3	51907486	51907562	-1	51907562
ENSDARG00000115143	KN150455.1	29252	30557	-1	30557
ENSDARG00000112831	4	71735828	71749716	1	71735828
ENSDARG00000083495	19	42915419	42915541	1	42915419
ENSDARG00000110092	16	22761846	22790881	1	22761846
ENSDARG00000111913	ALT_CTG10_2_7	160820	161761	1	160820
ENSDARG00000110445	4	28699824	28699896	1	28699824
ENSDARG00000109620	ALT_CTG5_1_2	16815	33419	1	16815
ENSDARG00000104339	6	83873	98930	1	83873
ENSDARG00000104442	12	35702809	35787801	-1	35787801
ENSDARG00000115169	ALT_CTG7_1_15	256712	262847	1	256712
ENSDARG00000101482	5	13870340	14004206	1	13870340
ENSDARG00000101482	5	13870340	14004206	1	13891202
ENSDARG00000106991	23	14432323	14541590	1	14432323
ENSDARG00000039241	ALT_CTG6_1_12	12000	173844	1	12000
ENSDARG00000112847	KN150425.1	19107	46046	1	19107
ENSDARG00000112847	KN150425.1	19107	46046	1	37729
ENSDARG00000079636	17	13019499	13026634	-1	13026634
ENSDARG00000111933	ALT_CTG6_2_6	19750	53683	-1	53683
ENSDARG00000069524	ALT_CTG18_1_3	39628	43923	-1	43923
ENSDARG00000086708	8	25342896	25351695	1	25342896
ENSDARG00000063437	2	3201345	3271007	1	3201345
ENSDARG00000110294	ALT_CTG7_2_7	213398	304751	1	213398
ENSDARG00000101663	13	51063727	51065048	-1	51065048
ENSDARG00000085297	5	38892622	38892759	-1	38892759
ENSDARG00000109664	4	30955341	30955504	-1	30955504
ENSDARG00000115802	4	50989958	50990121	-1	50990121
ENSDARG00000114487	ALT_CTG17_1_3	63078	73224	-1	73224
ENSDARG00000116007	4	60664235	60668708	1	60664235
ENSDARG00000081715	5	61094808	61094926	-1	61094926
ENSDARG00000107888	5	20077694	20077810	1	20077694
ENSDARG00000112093	ALT_CTG11_1_7	111302	130493	1	111302
ENSDARG00000115049	18	9090995	9091111	-1	9091111
ENSDARG00000110410	21	23684720	23684836	1	23684720
ENSDARG00000080942	2	16829689	16829764	1	16829689
ENSDARG00000106433	5	68144905	68145021	1	68144905
ENSDARG00000109212	ALT_CTG7_1_9	167268	196324	1	167268
ENSDARG00000114931	7	10895883	11020900	-1	11020900
ENSDARG00000116753	9	37877434	37877550	1	37877434
ENSDARG00000081470	5	25426275	25426404	-1	25426404
ENSDARG00000115095	ALT_CTG18_1_10	137564	167165	1	137564
ENSDARG00000114424	KN150505.1	5069	16536	-1	16536
ENSDARG00000115338	16	35094846	35094960	-1	35094960
ENSDARG00000111392	11	31923111	31923225	1	31923111
ENSDARG00000107507	3	24745766	24745881	-1	24745881
ENSDARG00000113352	ALT_CTG12_1_31	141320	202741	1	141320
ENSDARG00000114373	17	43941937	43942051	1	43941937
ENSDARG00000115725	4	64721299	64721405	1	64721299
ENSDARG00000113432	4	50102087	50102193	-1	50102193
ENSDARG00000085696	14	31860408	31860470	-1	31860470
ENSDARG00000083487	15	32063292	32063409	-1	32063409
ENSDARG00000115886	ALT_CTG5_1_50	257229	395724	1	257229
ENSDARG00000115886	ALT_CTG5_1_50	257229	395724	1	257229
ENSDARG00000115886	ALT_CTG5_1_50	257229	395724	1	257229
ENSDARG00000115886	ALT_CTG5_1_50	257229	395724	1	257229
ENSDARG00000117129	1	16930156	16930372	-1	16930372
ENSDARG00000081785	15	21437876	21437959	1	21437876
ENSDARG00000111287	ALT_CTG5_2_2	32201	91325	-1	91325
ENSDARG00000082168	21	39267225	39267306	-1	39267306
ENSDARG00000081303	14	31466671	31466782	-1	31466782
ENSDARG00000110486	ALT_CTG12_1_24	42921	76445	-1	76445
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	121769
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	126980
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	121745
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	74097
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	121769
ENSDARG00000112311	ALT_CTG4_1_8	1450	126980	-1	126977
ENSDARG00000114095	ALT_CTG18_1_11	110708	113421	-1	113421
ENSDARG00000112185	ALT_CTG23_1_35	327961	356474	-1	356474
ENSDARG00000112263	ALT_CTG5_1_36	174894	184454	-1	184454
ENSDARG00000029331	3	20025709	20040636	-1	20040636
ENSDARG00000092308	8	43078044	43083693	1	43078044
ENSDARG00000116880	ALT_CTG1_1_24	324594	371299	-1	371009
ENSDARG00000116880	ALT_CTG1_1_24	324594	371299	-1	371114
ENSDARG00000116880	ALT_CTG1_1_24	324594	371299	-1	371299
ENSDARG00000111696	ALT_CTG7_1_32	225338	237565	1	225338
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	168246
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	110435
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	168246
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	163604
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	168246
ENSDARG00000116131	ALT_CTG25_1_16	26645	168246	-1	168246
ENSDARG00000100385	3	13487760	13509283	-1	13509283
ENSDARG00000031150	7	70338270	70344448	1	70338270
ENSDARG00000100415	KN149732.1	11675	12673	-1	12673
ENSDARG00000113129	ALT_CTG5_1_42	114963	219236	-1	219236
ENSDARG00000113129	ALT_CTG5_1_42	114963	219236	-1	219236
ENSDARG00000113129	ALT_CTG5_1_42	114963	219236	-1	219236
ENSDARG00000115255	ALT_CTG8_1_10	259442	262933	1	259442
ENSDARG00000111595	KZ116008.1	1272	17225	-1	17225
ENSDARG00000112028	ALT_CTG17_1_26	175931	182853	-1	182853
ENSDARG00000111504	ALT_CTG12_1_4	41118	63063	1	41118
ENSDARG00000110317	ALT_CTG16_1_13	322381	335880	-1	335880
ENSDARG00000060734	11	42600731	42635440	1	42600731
ENSDARG00000060734	11	42600731	42635440	1	42600731
ENSDARG00000060734	11	42600731	42635440	1	42600859
ENSDARG00000060734	11	42600731	42635440	1	42633376
ENSDARG00000109486	ALT_CTG10_2_2	61166	86459	-1	86459
ENSDARG00000101306	7	58837286	58843193	-1	58843193
ENSDARG00000110034	ALT_CTG14_1_38	71528	153842	-1	153842
ENSDARG00000114764	ALT_CTG1_1_39	123853	149555	1	123853
ENSDARG00000112243	ALT_CTG9_1_4	76517	324593	-1	324593
ENSDARG00000114270	ALT_CTG21_1_19	314867	334112	1	314867
ENSDARG00000109989	ALT_CTG24_1_9	219127	243539	1	224029
ENSDARG00000109989	ALT_CTG24_1_9	219127	243539	1	219127
ENSDARG00000116858	ALT_CTG24_1_7	194060	199341	1	194060
ENSDARG00000116858	ALT_CTG24_1_7	194060	199341	1	194060
ENSDARG00000114220	ALT_CTG20_1_19	244643	255565	-1	255565
ENSDARG00000114220	ALT_CTG20_1_19	244643	255565	-1	255565
ENSDARG00000110425	ALT_CTG23_1_36	98579	192589	-1	192589
ENSDARG00000109786	ALT_CTG17_1_18	164511	165753	-1	165753
ENSDARG00000087961	10	21359062	21362320	-1	21362320
ENSDARG00000087961	10	21359062	21362320	-1	21362071
ENSDARG00000113228	ALT_CTG12_1_28	102466	106632	-1	106580
ENSDARG00000113228	ALT_CTG12_1_28	102466	106632	-1	106632
ENSDARG00000111204	ALT_CTG17_1_27	113085	135114	-1	135114
ENSDARG00000038728	21	7900107	7901424	1	7900107
ENSDARG00000117193	12	49125510	49130237	1	49125510
ENSDARG00000110918	ALT_CTG5_1_19	228612	237804	-1	237804
ENSDARG00000113871	ALT_CTG3_1_11	79384	142043	1	79384
ENSDARG00000111950	ALT_CTG22_1_23	37040	64661	1	37040
ENSDARG00000052427	5	57658898	57671298	1	57658898
ENSDARG00000052427	5	57658898	57671298	1	57658969
ENSDARG00000040921	22	30631072	30635832	1	30631072
ENSDARG00000111874	ALT_CTG21_1_5	8768	12489	1	8768
ENSDARG00000111874	ALT_CTG21_1_5	8768	12489	1	8768
ENSDARG00000116356	7	71809723	71843640	1	71809723
ENSDARG00000103450	3	7098948	7160717	-1	7160717
ENSDARG00000115600	ALT_CTG23_1_34	32744	37558	-1	37558
ENSDARG00000112629	ALT_CTG12_1_23	394	43696	1	394
ENSDARG00000008010	23	29823286	29824146	-1	29824146
ENSDARG00000088514	24	26277390	26283359	-1	26282672
ENSDARG00000088514	24	26277390	26283359	-1	26283359
ENSDARG00000112554	ALT_CTG1_3_2	338064	401957	1	338064
ENSDARG00000114444	15	47110884	47115787	-1	47115787
ENSDARG00000115203	ALT_CTG9_1_6	12409	130349	-1	130349
ENSDARG00000111603	ALT_CTG21_1_16	139724	165167	-1	165167
ENSDARG00000111603	ALT_CTG21_1_16	139724	165167	-1	165167
ENSDARG00000111603	ALT_CTG21_1_16	139724	165167	-1	165167
ENSDARG00000091359	1	59172744	59176949	-1	59176949
ENSDARG00000114197	ALT_CTG23_1_35	358463	366413	1	358463
ENSDARG00000016213	3	53511936	53522208	1	53511936
ENSDARG00000113303	2	49366684	49370042	-1	49370042
ENSDARG00000112879	ALT_CTG22_2_4	229138	236236	-1	236236
ENSDARG00000021789	20	15015557	15021628	1	15015557
ENSDARG00000113656	ALT_CTG14_1_21	5718	9799	-1	9799
ENSDARG00000105452	23	34321237	34753811	1	34321237
ENSDARG00000114611	ALT_CTG21_1_17	338741	366564	-1	366564
ENSDARG00000078703	7	58188174	58251527	-1	58251527
ENSDARG00000078703	7	58188174	58251527	-1	58251527
ENSDARG00000078703	7	58188174	58251527	-1	58244220
ENSDARG00000115304	ALT_CTG17_1_19	271888	305079	-1	305079
ENSDARG00000116059	9	54282494	54344405	-1	54344405
ENSDARG00000110324	ALT_CTG5_2_15	36563	46825	1	36563
ENSDARG00000101969	12	47871878	47899497	-1	47899497
ENSDARG00000115266	2	9983079	9989947	-1	9989947
ENSDARG00000115266	2	9983079	9989947	-1	9989919
ENSDARG00000069895	21	14511685	14513374	1	14511685
ENSDARG00000113216	ALT_CTG6_1_29	221485	314981	-1	314981
ENSDARG00000109700	ALT_CTG17_1_20	27	3196	1	27
ENSDARG00000101693	KN150449.1	38186	54173	-1	54173
ENSDARG00000111161	ALT_CTG7_1_3	13749	115705	1	13749
